Orig,Name,TotalSeats,Country Name,Airport1Latitude,Airport1Longitude
NTY,Sun City,649.95,South Africa,-26.0333004,27.91670036
SLM,Salamanca Airport,649.95,Spain,40.96670151,-5.650000095
ACK,Nantucket Memorial,649.95,United States,41.25669861,-70.05970001
ATW,Appleton International Airport,649.95,United States,44.25780106,-88.51999664
ECP,Northwest Florida Beaches International Airport,649.95,United States,30.35779953,-85.79889679
FNT,Bishop International,649.95,United States,42.96670151,-83.74169922
MGM,Regional-Dannelly Field,649.95,United States,32.29999924,-86.39109802
SJY,Seinajoki,641.284,Finland,62.68330002,22.81669998
ERI,Erie International,641.284,United States,42.08000183,-80.1785965
BXN,Imsik,632.618,Turkey,37.13470078,27.66720009
HPN,Westchester County,632.618,United States,41.06890106,-73.70780182
BQU,Bequia,628.285,Saint Vincent and Grenadines,12.98330021,-61.25
DCF,Canefield,623.952,Dominica,15.38609982,-61.40060043
KYZ,Kyzyl,623.952,Russian Federation,51.70000076,94.46669769
PYJ,Polyarny Airport,623.952,Russian Federation,66.39859772,112.0314026
KID,Kristianstad,623.952,Sweden,55.91939926,14.08889961
EML,Emmen Airport,623.952,Switzerland,47.09220123,-8.304699898
BYF,Albert Bray,615.286,France,49.96989822,2.692500114
DIJ,Longvic,610.953,France,47.27080154,5.088900089
YMP,Port Mcneill Airport,606.62,Canada,50.58330154,-127.0999985
YZT,Port Hardy,606.62,Canada,50.68059921,-127.3638992
KRP,Midtjyllands,606.62,Denmark,56.29999924,9.116700172
DRO,La Plata,606.62,United States,37.15000153,-107.7510986
MSO,Missoula International,606.62,United States,46.91559982,-114.0875015
AZO,Kalamazoo/Battle Creek International Airport,597.954,United States,42.2364006,-85.5535965
EPU,Parnu Airport,589.288,Estonia,58.41889954,24.80610085
QSR,Salerno Pontecagnano,589.288,Italy,40.61999893,14.91250038
MLI,Quad City International,589.288,United States,41.44889832,-90.50499725
MFU,Mfuwe,589.288,Zambia,-13.25940037,31.93479919
COS,Municipal,584.955,United States,38.80889893,-104.709198
JNU,Juneau International,584.955,United States,58.35559845,-134.574707
TMU,Tambor,576.289,Costa Rica,9.739199638,-85.01580048
KSH,Shahid Ashrafi Esfahani,576.289,Iran,34.3443985,47.15610123
YGE,Gorge Harbour SPB,571.956,Canada,50.08330154,-124.949997
KXK,Khurba,554.624,Russian Federation,50.40000153,136.949997
ESD,Orcas Island,554.624,United States,48.70830154,-122.9124985
FRD,Friday Harbor Airport,554.624,United States,48.52640152,-123.0239029
LIT,B. & H. Clinton National,545.958,United States,34.72919846,-92.23439789
LBB,Preston Smith Intl,541.625,United States,33.66220093,-101.8227997
LRD,Laredo Intl,541.625,United States,27.54470062,-99.46109772
YQL,Lethbridge County,537.292,Canada,49.63190079,-112.7917023
POW,Portoroz Airport,537.292,Slovenia,45.51670075,13.58329964
ZIG,Ziguinchor,532.959,Senegal,12.55609989,-16.27580071
PYG,Pakyong Airport,528.626,India,27.22780037,88.5868988
DJB,Sultan Thaha,524.293,Indonesia,-1.634699941,103.6417007
RUA,Arua,519.96,Uganda,3.049999952,30.89999962
RKS,Sweetwater County,519.96,United States,41.59640122,-109.0658035
YAJ,Lyall Harbour SPB,493.962,Canada,48.79999924,-123.199997
YAQ,Maple Bay SPB,493.962,Canada,48.81669998,-123.6166992
YAV,Miners Bay SPB,493.962,Canada,48.86669922,-123.3000031
YBW,Bedwell Harbour SPB,493.962,Canada,48.75,-123.2332993
YGG,Ganges SPB,493.962,Canada,48.84999847,-123.5
YMF,Montague Harbour SPB,493.962,Canada,48.81669998,-123.199997
TOJ,Torrejon Air Force Base,493.962,Spain,40.45560074,-3.546700001
BFL,Meadows Field,493.962,United States,35.43000031,-119.0522003
ACL,Aguaclara,489.629,Colombia,4.75,-73
SIR,Sion,485.296,Switzerland,46.22240067,7.339799881
RML,Ratmalana Airport,480.963,Sri Lanka,6.819399834,79.88749695
CHO,Albemarle,476.63,United States,38.14139938,-78.45310211
KGT,Kangding Airport,472.297,China,38.14279938,101.7382965
BWE,Braunschweig/Wolfsburg,467.964,Germany,52.16669846,10.5
HGU,Kagamuga,467.964,Papua New Guinea,-5.827199936,144.2949982
SLY,Salehard Airport,467.964,Russian Federation,66.58979797,66.60630035
GUR,Gurney,450.632,Papua New Guinea,-10.3107996,150.3385925
LKG,Lokichogio Airport,441.966,Kenya,4.233300209,34.34999847
AJY,Manu Dayak International Airport,441.966,Niger,16.96419907,7.993100166
MFQ,Maradi Airport,433.3,Niger,13.50249958,7.125299931
MAG,Madang,433.3,Papua New Guinea,-5.209199905,145.7816925
RAB,Tokua Airport,433.3,Papua New Guinea,-4.340300083,152.379303
ABE,Lehigh Valley International Airport,433.3,United States,40.65470123,-75.43830109
CHA,Chattanooga Metropolitan Airport,433.3,United States,35.03639984,-85.20359802
DLH,Duluth International,433.3,United States,46.84249878,-92.19029999
GPT,Gulfport Biloxi International Airport,433.3,United States,30.40609932,-89.07029724
GTF,Great Falls Intl,433.3,United States,47.48559952,-111.3668976
HDN,Yampa Valley,433.3,United States,40.4817009,-107.2200012
PLN,Regional (Emmet County),433.3,United States,45.57080078,-84.7928009
RDM,Roberts Field,433.3,United States,44.25439835,-121.1513977
RST,Rochester International,433.3,United States,43.91030121,-92.49639893
SCE,State College,433.3,United States,40.77080154,-77.88140106
SVB,Sambava,424.634,Madagascar,-14.27690029,50.17499924
ULG,Olgii Airport,424.634,Mongolia,49,90
YGR,Iles de La Madeleine,415.968,Canada,47.36669922,-61.90000153
SRP,Stord,415.968,Norway,59.79259872,5.341499806
RNN,Bornholm,411.635,Denmark,55.06560135,14.7578001
SVL,Savonlinna,411.635,Finland,61.95000076,28.95000076
NYM,Nadym Airport,411.635,Russian Federation,65.48329926,72.71669769
OVS,Sovetsky Airport,411.635,Russian Federation,61.31800079,63.60829926
ZHR,Railway Station,411.635,Switzerland,46.46670151,7.666699886
EVA,Ben Bruce Mem. Airpark,411.635,United States,30.35000038,-94.0667038
TTJ,Tottori,402.969,Japan,35.52669907,134.1703033
HRI,Mattala Rajapaksa Intl,398.636,Sri Lanka,6.292349815,81.12208557
RKE,Roskilde,389.97,Denmark,55.58610153,12.13329983
BFI,Boeing Field-King County International,389.97,United States,47.52890015,-122.2994003
LZH,Bailian,376.971,China,24.36669922,109.5333023
LEN,Leon,376.971,Spain,42.59579849,-5.591700077
NSK,Alykel,372.638,Russian Federation,69.3167038,87.3167038
PBR,Puerto Barrios,368.305,Guatemala,15.72309971,-88.60610199
FTE,Comandante A. Tola,363.972,Argentina,-50.28030014,-72.05329895
KIH,"Kish Island, Iran",363.972,Iran,26.48329926,53.95000076
YCD,Nanaimo Airport,346.64,Canada,49.05279923,-123.8692017
GYM,Jose Maria Yanez Intl,346.64,Mexico,27.95560074,-110.930603
PJM,Puerto Jimenez,329.308,Costa Rica,8.534399986,-83.30139923
FAR,Hector International,329.308,United States,46.91559982,-96.81469727
FCA,Glacier Park Intl,329.308,United States,48.31280136,-114.2510986
GJT,Walker Field,329.308,United States,39.11859894,-108.5139008
LAN,Capital Region International,329.308,United States,42.77920151,-84.58830261
MBS,MBS International,329.308,United States,43.53170013,-84.08170319
ROA,Regional (Woodrum Fld),329.308,United States,37.3246994,-79.97640228
TRI,Tri-Cities Rgnl TN/VA,329.308,United States,36.47610092,-82.40640259
FSD,Joe Foss Field,324.975,United States,43.57889938,-96.74079895
IDA,Regional,324.975,United States,43.51610184,-112.0646973
HNS,Haines,303.31,United States,59.24580002,-135.5189056
PSC,Tri-Cities,303.31,United States,46.26390076,-119.1147003
SGY,Skagway,303.31,United States,59.46060181,-135.3155975
KEH,Kenmore Air Harbor SPB,298.977,United States,47.73830032,-122.2680969
YAO,Yaounde-Ville Apt,285.978,Cameroon,3.833600044,11.52359963
KOI,Kirkwall,285.978,United Kingdom,58.95859909,-2.903100014
AVL,Asheville Regional,285.978,United States,35.43500137,-82.54109955
EYW,Key West Intl,285.978,United States,24.55559921,-81.75969696
MHM,Manaoba Airport,277.312,Solomon Islands,-8.321700096,160.7953033
MAS,Momote,264.313,Papua New Guinea,-2.056699991,147.4243927
BKZ,Bukoba,259.98,Tanzania,-1.299999952,31.79999924
GCC,Campbell County,259.98,United States,44.35139847,-105.5250015
SMX,Santa Maria Public,259.98,United States,34.90499878,-120.4578018
SIA,Xiguan,246.981,China,34.25,108.8666992
SUG,Surigao,246.981,Philippines,9.758899689,125.4792023
EVG,Sveg,246.981,Sweden,62.03329849,14.33329964
TYF,Torsby Airport,246.981,Sweden,60,13
OSF,Ostafyevo,238.315,Russian Federation,55.5074997,37.50419998
CAB,Cabinda,233.982,Angola,-5.583300114,12.19999981
LMP,Lampedusa,220.983,Italy,35.49610138,12.61499977
THN,Trollhattan,216.65,Sweden,58.32109833,12.34389973
BRO,South Padre Isl Intl,216.65,United States,25.90640068,-97.42559815
BTR,Metropolitan -Ryan Field,216.65,United States,30.53170013,-91.15059662
CAK,Canton Regional,216.65,United States,40.91389847,-81.4417038
COU,Columbia Regional,216.65,United States,38.81359863,-92.21920013
EVV,Evansville Regional,216.65,United States,38.0367012,-87.53250122
OAJ,Albert J Ellis,216.65,United States,34.83029938,-77.61170197
CUM,Antonio Jose de Sucre,216.65,Venezuela,10.44779968,-64.19190216
SCT,"Socotra, Yemen",216.65,Yemen,12.5,54
SPR,San Pedro,207.984,Belize,17.91110039,-87.96859741
TZA,Belize City Muni,207.984,Belize,17.5156002,-88.19580078
DCM,Mazamet,207.984,France,43.54999924,2.283299923
UUA,BUGULMA AIRPORT,207.984,Russian Federation,54.61669922,52.81669998
ACI,Alderney,207.984,United Kingdom,49.70690155,-2.215300083
CAL,Campbeltown Airport,207.984,United Kingdom,55.43640137,-5.686699867
KTP,Tinson Pen,194.985,Jamaica,17.98749924,-76.82330322
YQY,J.A. Douglas McCurdy,190.652,Canada,46.16669846,-60.04999924
MTS,Matsapha Intl,190.652,Swaziland,-26.52420044,31.31139946
PNT,Teniente J. Gallardo Airport,181.986,Chile,-51.68330002,-72.51670075
EWD,Wildman Lake Airport,181.986,United States,56.45640183,-159.762207
JHS,Sisimiut Airport,177.653,Greenland,66.93689728,-53.70420075
RSY,Robeson NDB,173.32,France,34.61339951,-79.05970001
MCN,Middle Georgia Rgnl,173.32,United States,32.69290161,-83.64920044
MJM,Mbuji Mayi,168.987,Democratic Republic of the Congo,-6.12139988,23.56970024
LEU,Seo de Urgel,164.654,Spain,42.34999847,1.466699958
QBO,Railway Station,155.988,Germany,51.46670151,7.216700077
SFH,San Felipe International,155.988,Mexico,31,-114.8666992
ZCO,La Araucania,147.322,Chile,-38.76390076,-72.63690186
ZKP,Zyryanka Airport,147.322,Russian Federation,65.73670197,150.7050018
CPC,Aviador Carlos Campos,129.99,Argentina,-40.07580185,-71.1391983
IGA,Matthew Town,129.99,Bahamas,20.98329926,-73.66670227
SML,Stella Maris,129.99,Bahamas,23.58329964,-75.26809692
OLA,Orland,129.99,Norway,63.70000076,9.616700172
BIS,Bismarck Municipal,108.325,United States,46.77890015,-100.7525024
OKC,Will Rogers World,108.325,United States,35.39310074,-97.6006012
PIA,General Downing International,108.325,United States,40.66139984,-89.68720245
YIG,Big Bay SPB,103.992,Canada,50.40940094,-125.1312027
ZAC,York Landing,82.327,Canada,56.09030151,-96.0911026
PJA,Pajala Airport,82.327,Sweden,67.24569702,23.06889916
YPM,Pikangikum,77.994,Canada,51.81669998,-94
YVZ,Deer Lake,77.994,Canada,52.66669846,-94.5
BHI,Comandante Espora,73.661,Argentina,-38.73059845,-62.15060043
KJK,Wevelgem,69.328,Belgium,50.81719971,3.204699993
LTT,St. Tropez,64.995,France,43.26390076,6.655600071
KMK,Makabana Airport,47.663,Congo,-3.483299971,12.61670017
LTQ,Le Touquet,43.33,France,50.51499939,1.628100038
LYX,Lydd International Airport,43.33,United Kingdom,50.95000076,0.933300018
